locus_tag	ftype	length_bp	gene	EC_number	COG	product
LNBKKNJO_02711	CDS	507	smpB		COG0691	SsrA-binding protein
LNBKKNJO_02712	CDS	894	ftsX		COG2177	Cell division protein FtsX
LNBKKNJO_02713	CDS	690	ftsE		COG2884	Cell division ATP-binding protein FtsE
LNBKKNJO_02714	CDS	501				hypothetical protein
LNBKKNJO_02715	CDS	987	mscS		COG0668	Small-conductance mechanosensitive channel
LNBKKNJO_02716	CDS	1116	prfB		COG1186	Peptide chain release factor 2
LNBKKNJO_02717	CDS	1371	fprA_1	1.18.1.2	COG0493	NADPH-ferredoxin reductase FprA
LNBKKNJO_02718	CDS	1593				hypothetical protein
LNBKKNJO_02719	CDS	1605				hypothetical protein
LNBKKNJO_02720	CDS	1059				putative protein
LNBKKNJO_02721	CDS	429				hypothetical protein
LNBKKNJO_02722	CDS	417				hypothetical protein
LNBKKNJO_02723	CDS	1407	tgs1_1	2.3.1.20		putative diacyglycerol O-acyltransferase tgs1
LNBKKNJO_02724	CDS	999				Putative NAD(P)H nitroreductase
LNBKKNJO_02725	CDS	1758	devS	2.7.13.3	COG2203	Oxygen sensor histidine kinase response regulator DevS/DosS
LNBKKNJO_02726	CDS	651	devR_2		COG2197	DNA-binding transcriptional activator DevR/DosR
LNBKKNJO_02727	CDS	795				Universal stress protein
LNBKKNJO_02728	CDS	444	mmpS5_2			Siderophore export accessory protein MmpS5
LNBKKNJO_02729	CDS	2922	mmpL4_6		COG2409	Siderophore exporter MmpL4
LNBKKNJO_02730	CDS	846			COG1307	DegV domain-containing protein
LNBKKNJO_02731	CDS	756	octT	2.3.1.273		Diglucosylglycerate octanoyltransferase
LNBKKNJO_02732	CDS	675	gpgP	3.1.3.85	COG0406	Glucosyl-3-phosphoglycerate phosphatase
LNBKKNJO_02733	CDS	390	rsfS		COG0799	Ribosomal silencing factor RsfS
LNBKKNJO_02734	CDS	648	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
LNBKKNJO_02735	CDS	717				hypothetical protein
LNBKKNJO_02736	CDS	1440				hypothetical protein
LNBKKNJO_02737	CDS	876				hypothetical protein
LNBKKNJO_02738	CDS	831	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
LNBKKNJO_02739	CDS	420	proA_2	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
LNBKKNJO_02740	CDS	1395				hypothetical protein
LNBKKNJO_02741	CDS	2193				hypothetical protein
LNBKKNJO_02742	CDS	1401				hypothetical protein
LNBKKNJO_02743	CDS	1302				hypothetical protein
LNBKKNJO_02744	CDS	249				hypothetical protein
LNBKKNJO_02745	CDS	1155				hypothetical protein
LNBKKNJO_02746	CDS	420				hypothetical protein
LNBKKNJO_02747	CDS	207				hypothetical protein
LNBKKNJO_02748	CDS	1128	adhB_2	1.1.1.1	COG1062	Alcohol dehydrogenase B
LNBKKNJO_02749	CDS	546				hypothetical protein
LNBKKNJO_02750	CDS	207				hypothetical protein
LNBKKNJO_02751	CDS	1137		1.14.14.154	COG2124	Lanosterol 14-alpha demethylase
LNBKKNJO_02752	CDS	207		1.14.14.154	COG2124	Lanosterol 14-alpha demethylase
LNBKKNJO_02753	CDS	93				hypothetical protein
LNBKKNJO_02754	CDS	594	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LNBKKNJO_02755	CDS	1221		1.14.-.-	COG2124	Putative cytochrome P450 123
LNBKKNJO_02756	CDS	573				putative HTH-type transcriptional regulator
LNBKKNJO_02757	CDS	1131		1.2.1.3		Putative aldehyde dehydrogenase
LNBKKNJO_02758	CDS	390	ald_3	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
LNBKKNJO_02759	CDS	783		1.-.-.-		putative oxidoreductase
LNBKKNJO_02760	CDS	357	garR	1.1.1.60		2-hydroxy-3-oxopropionate reductase
LNBKKNJO_02761	CDS	456		1.1.-.-	COG2084	putative oxidoreductase
LNBKKNJO_02762	CDS	438				hypothetical protein
LNBKKNJO_02763	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
LNBKKNJO_02764	CDS	1437	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
LNBKKNJO_02765	CDS	915			COG0589	Universal stress protein
LNBKKNJO_02766	CDS	1593				hypothetical protein
LNBKKNJO_02767	CDS	258				hypothetical protein
LNBKKNJO_02768	CDS	189				putative proteinA
LNBKKNJO_02769	CDS	444		1.-.-.-		F420H(2)-dependent reductase
LNBKKNJO_02770	CDS	516				hypothetical protein
LNBKKNJO_02771	CDS	576				hypothetical protein
LNBKKNJO_02772	CDS	273				hypothetical protein
LNBKKNJO_02773	CDS	366				hypothetical protein
LNBKKNJO_02774	CDS	717	cobB_2	2.3.1.286	COG0846	NAD-dependent protein deacylase
LNBKKNJO_02775	CDS	639				hypothetical protein
LNBKKNJO_02776	CDS	693				hypothetical protein
LNBKKNJO_02777	CDS	2088	mmpL3_2		COG2409	Trehalose monomycolate exporter MmpL3
LNBKKNJO_02778	CDS	156				hypothetical protein
LNBKKNJO_02779	CDS	762		1.-.-.-		putative oxidoreductase
LNBKKNJO_02780	CDS	1098	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
LNBKKNJO_02781	CDS	804	paaG_2	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
LNBKKNJO_02782	CDS	1395				hypothetical protein
LNBKKNJO_02783	CDS	627				hypothetical protein
LNBKKNJO_02784	CDS	1149				hypothetical protein
LNBKKNJO_02785	CDS	1152		2.3.1.-	COG3424	Polyketide synthase-like Pks10
LNBKKNJO_02786	CDS	510				hypothetical protein
LNBKKNJO_02787	CDS	1017				hypothetical protein
LNBKKNJO_02788	CDS	864				hypothetical protein
LNBKKNJO_02789	CDS	780				hypothetical protein
LNBKKNJO_02790	CDS	567				hypothetical protein
LNBKKNJO_02791	CDS	1425	ramB		COG1396	HTH-type transcriptional regulator RamB
LNBKKNJO_02792	CDS	795			COG3884	putative protein
LNBKKNJO_02793	CDS	1287	icl	4.1.3.1	COG2224	Isocitrate lyase
LNBKKNJO_02794	CDS	867	fadB2	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
LNBKKNJO_02795	CDS	861	umaA	2.1.1.-	COG2230	S-adenosylmethionine-dependent methyltransferase UmaA
LNBKKNJO_02796	CDS	192				hypothetical protein
LNBKKNJO_02797	CDS	864	pcaA	2.1.1.79	COG2230	Cyclopropane mycolic acid synthase 3
LNBKKNJO_02798	CDS	684				putative HTH-type transcriptional regulator
LNBKKNJO_02799	CDS	1284				hypothetical protein
LNBKKNJO_02800	CDS	417			COG1396	putative HTH-type transcriptional regulator
LNBKKNJO_02801	CDS	558	hbhA			Heparin-binding hemagglutinin
LNBKKNJO_02802	CDS	288				hypothetical protein
LNBKKNJO_02803	CDS	483				hypothetical protein
LNBKKNJO_02804	CDS	681	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
LNBKKNJO_02805	CDS	891				putative protein
LNBKKNJO_02806	CDS	843		3.5.-.-	COG0388	Hydrolase
LNBKKNJO_02807	CDS	825				hypothetical protein
LNBKKNJO_02808	CDS	831				hypothetical protein
LNBKKNJO_02809	CDS	615				hypothetical protein
LNBKKNJO_02810	CDS	1974		1.1.-.-	COG2303	putative GMC-type oxidoreductase
LNBKKNJO_02811	CDS	1266				hypothetical protein
LNBKKNJO_02812	CDS	891			COG0204	putative protein
LNBKKNJO_02813	CDS	1533		2.3.1.20		Putative diacyglycerol O-acyltransferase
LNBKKNJO_02814	CDS	1488	lcfB_5	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
LNBKKNJO_02815	CDS	1029	betB_1	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
LNBKKNJO_02816	CDS	597	betB_2	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
LNBKKNJO_02817	CDS	519	yjcS_1	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
LNBKKNJO_02818	CDS	1332	yjcS_2	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
LNBKKNJO_02819	CDS	552				hypothetical protein
LNBKKNJO_02820	CDS	249				hypothetical protein
LNBKKNJO_02821	CDS	579	rcdA		COG3226	HTH-type transcriptional regulator RcdA
LNBKKNJO_02822	CDS	324	mmr		COG2076	Multidrug resistance protein Mmr
LNBKKNJO_02823	CDS	636				hypothetical protein
LNBKKNJO_02824	CDS	966	hcaB_3	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
LNBKKNJO_02825	CDS	2025	adhE		COG1012	Aldehyde-alcohol dehydrogenase
LNBKKNJO_02826	CDS	369	dauA		COG0659	C4-dicarboxylic acid transporter DauA
LNBKKNJO_02827	CDS	1188		2.8.3.-	COG1804	putative fatty acyl-CoA transferase
LNBKKNJO_02828	CDS	588				hypothetical protein
LNBKKNJO_02829	CDS	726				hypothetical protein
LNBKKNJO_02830	CDS	1002				hypothetical protein
LNBKKNJO_02831	CDS	702				hypothetical protein
LNBKKNJO_02832	CDS	2199	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
LNBKKNJO_02833	CDS	279				putative protein
LNBKKNJO_02834	CDS	723				hypothetical protein
LNBKKNJO_02835	CDS	1458	lcpA_2		COG1316	Cell wall biosynthesis protein LcpA
LNBKKNJO_02836	CDS	927	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
LNBKKNJO_02837	CDS	885	wbbL	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
LNBKKNJO_02838	CDS	1077	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
LNBKKNJO_02839	CDS	549				hypothetical protein
LNBKKNJO_02840	CDS	1587		2.1.1.72		Modification methylase Eco57IB
LNBKKNJO_02841	CDS	1365	fbiB_1		COG0778	Bifunctional F420 biosynthesis protein FbiB
LNBKKNJO_02842	CDS	990	fbiA	2.7.8.28	COG0391	Phosphoenolpyruvate transferase
LNBKKNJO_02843	CDS	1266				hypothetical protein
LNBKKNJO_02844	CDS	1419	lcfB_6	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
LNBKKNJO_02845	CDS	825				hypothetical protein
LNBKKNJO_02846	CDS	921				hypothetical protein
LNBKKNJO_02847	CDS	237	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
LNBKKNJO_02848	CDS	1293	gbsA	1.2.1.8	COG1012	Betaine aldehyde dehydrogenase
LNBKKNJO_02849	CDS	549				hypothetical protein
LNBKKNJO_02850	CDS	429				hypothetical protein
LNBKKNJO_02851	CDS	456				hypothetical protein
LNBKKNJO_02852	CDS	1170				hypothetical protein
LNBKKNJO_02853	CDS	630				hypothetical protein
LNBKKNJO_02854	CDS	960	fadM	1.5.5.2	COG0506	Proline dehydrogenase 1
LNBKKNJO_02855	CDS	1632	rocA1	1.2.1.88	COG1012	1-pyrroline-5-carboxylate dehydrogenase 1
LNBKKNJO_02856	CDS	1599				hypothetical protein
LNBKKNJO_02857	CDS	804	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
LNBKKNJO_02858	CDS	1470	narK_5		COG2223	Nitrate/nitrite transporter NarK
LNBKKNJO_02859	CDS	177				hypothetical protein
LNBKKNJO_02860	CDS	1044				hypothetical protein
LNBKKNJO_02861	CDS	1347				hypothetical protein
LNBKKNJO_02862	CDS	315				hypothetical protein
LNBKKNJO_02863	CDS	597				hypothetical protein
LNBKKNJO_02864	CDS	615				hypothetical protein
LNBKKNJO_02865	CDS	981				hypothetical protein
LNBKKNJO_02866	CDS	1002				hypothetical protein
LNBKKNJO_02867	CDS	339				hypothetical protein
LNBKKNJO_02868	CDS	639				hypothetical protein
LNBKKNJO_02869	CDS	423	whiB_1			Transcriptional regulator WhiB
LNBKKNJO_02870	CDS	528				hypothetical protein
LNBKKNJO_02871	CDS	213				hypothetical protein
LNBKKNJO_02872	CDS	195				hypothetical protein
LNBKKNJO_02873	CDS	1281				hypothetical protein
LNBKKNJO_02874	CDS	1224				hypothetical protein
LNBKKNJO_02875	CDS	1983	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
LNBKKNJO_02876	CDS	720				hypothetical protein
LNBKKNJO_02877	CDS	774				hypothetical protein
LNBKKNJO_02878	CDS	468				hypothetical protein
LNBKKNJO_02879	CDS	243				hypothetical protein
LNBKKNJO_02880	CDS	201				hypothetical protein
LNBKKNJO_02881	CDS	309				hypothetical protein
LNBKKNJO_02882	CDS	267				hypothetical protein
LNBKKNJO_02883	CDS	246				hypothetical protein
LNBKKNJO_02884	CDS	651				hypothetical protein
LNBKKNJO_02885	CDS	345				hypothetical protein
LNBKKNJO_02886	CDS	729	gntR			putative D-xylose utilization operon transcriptional repressor
LNBKKNJO_02887	CDS	1389	puuP_3		COG0531	Putrescine importer PuuP
LNBKKNJO_02888	CDS	2940	argD_1	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
LNBKKNJO_02889	CDS	786	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
LNBKKNJO_02890	CDS	1251	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
LNBKKNJO_02891	CDS	1041	gap	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
LNBKKNJO_02892	CDS	654				hypothetical protein
LNBKKNJO_02893	CDS	1422	thi4_1	2.4.2.59		Thiamine thiazole synthase
LNBKKNJO_02894	CDS	1749				hypothetical protein
LNBKKNJO_02895	CDS	522		3.1.1.-		Esterase PE16
LNBKKNJO_02896	CDS	579				hypothetical protein
LNBKKNJO_02897	CDS	588				hypothetical protein
LNBKKNJO_02898	CDS	1248				hypothetical protein
LNBKKNJO_02899	CDS	1350	galP			Galactose-proton symporter
LNBKKNJO_02900	CDS	1167	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
LNBKKNJO_02901	CDS	951	yhjD		COG1295	Inner membrane protein YhjD
LNBKKNJO_02902	CDS	1020	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
LNBKKNJO_02903	CDS	801				hypothetical protein
LNBKKNJO_02904	CDS	1227	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
LNBKKNJO_02905	CDS	1350	metY	2.5.1.49	COG2873	O-acetyl-L-homoserine sulfhydrylase
LNBKKNJO_02906	CDS	1140	metXA	2.3.1.31	COG2021	Homoserine O-acetyltransferase
LNBKKNJO_02907	CDS	738		2.1.1.-	COG0500	putative methyltransferase
LNBKKNJO_02908	CDS	348				hypothetical protein
LNBKKNJO_02909	CDS	297				hypothetical protein
LNBKKNJO_02910	CDS	3420				hypothetical protein
LNBKKNJO_02911	CDS	681				hypothetical protein
LNBKKNJO_02912	CDS	690				hypothetical protein
LNBKKNJO_02913	CDS	393	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
LNBKKNJO_02914	CDS	9213				hypothetical protein
LNBKKNJO_02915	CDS	702		3.2.1.17		Putative peptidoglycan hydrolase
LNBKKNJO_02916	CDS	1143	yeaW_1	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
LNBKKNJO_02917	CDS	1491	geoB_3	1.2.1.86		Geranial dehydrogenase
LNBKKNJO_02918	CDS	447				hypothetical protein
LNBKKNJO_02919	CDS	537				hypothetical protein
LNBKKNJO_02920	CDS	660				hypothetical protein
LNBKKNJO_02921	CDS	123				hypothetical protein
LNBKKNJO_02922	CDS	1053	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
LNBKKNJO_02923	CDS	1215	argJ		COG1364	Arginine biosynthesis bifunctional protein ArgJ
LNBKKNJO_02924	CDS	882	argB	2.7.2.8	COG0548	Acetylglutamate kinase
LNBKKNJO_02925	CDS	1191	argD_2	2.6.1.11	COG4992	Acetylornithine aminotransferase
LNBKKNJO_02926	CDS	927	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
LNBKKNJO_02927	CDS	501	argR		COG1438	Arginine repressor
LNBKKNJO_02928	CDS	1197	argG	6.3.4.5	COG0137	Argininosuccinate synthase
LNBKKNJO_02929	CDS	1413	argH	4.3.2.1	COG0165	Argininosuccinate lyase
LNBKKNJO_02930	CDS	1062		2.3.1.-	COG3424	Polyketide synthase-like Pks10
LNBKKNJO_02931	CDS	2313	pikAII	2.3.1.239		Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
LNBKKNJO_02932	CDS	3675		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
LNBKKNJO_02933	CDS	630				Putative inactive phenolphthiocerol synthesis polyketide synthase type I Pks15
LNBKKNJO_02934	CDS	711	rpfE	3.-.-.-		Resuscitation-promoting factor RpfE
LNBKKNJO_02935	CDS	1257		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
LNBKKNJO_02936	CDS	480				hypothetical protein
LNBKKNJO_02937	CDS	129				hypothetical protein
LNBKKNJO_02938	CDS	624				hypothetical protein
LNBKKNJO_02939	CDS	2601	valS	6.1.1.9	COG0525	Valine--tRNA ligase
LNBKKNJO_02940	CDS	1455	folC	6.3.2.12	COG0285	Dihydrofolate synthase/folylpolyglutamate synthase
LNBKKNJO_02941	CDS	405				hypothetical protein
LNBKKNJO_02942	CDS	411	ndkA	2.7.4.6	COG0105	Nucleoside diphosphate kinase
LNBKKNJO_02943	CDS	3120	rne	3.1.26.12		Ribonuclease E
LNBKKNJO_02944	CDS	312	rplU		COG0261	50S ribosomal protein L21
LNBKKNJO_02945	CDS	267	rpmA		COG0211	50S ribosomal protein L27
LNBKKNJO_02946	CDS	1440	obg	3.6.5.-	COG0536	GTPase Obg
LNBKKNJO_02947	CDS	1107	proB	2.7.2.11	COG0263	Glutamate 5-kinase
LNBKKNJO_02948	CDS	207				hypothetical protein
LNBKKNJO_02949	CDS	405				hypothetical protein
LNBKKNJO_02950	CDS	1284	yhjE			Inner membrane metabolite transport protein YhjE
LNBKKNJO_02951	CDS	324				hypothetical protein
LNBKKNJO_02952	CDS	501				hypothetical protein
LNBKKNJO_02953	CDS	945	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
LNBKKNJO_02954	CDS	1065	dapE_1	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
LNBKKNJO_02955	CDS	2145				hypothetical protein
LNBKKNJO_02956	CDS	522		3.2.2.-	COG1611	Cytokinin riboside 5'-monophosphate phosphoribohydrolase
LNBKKNJO_02957	CDS	1782	menE_7	6.2.1.26		2-succinylbenzoate--CoA ligase
LNBKKNJO_02958	CDS	876	folP2		COG0294	Inactive dihydropteroate synthase 2
LNBKKNJO_02959	CDS	984		2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
LNBKKNJO_02960	CDS	372				hypothetical protein
LNBKKNJO_02961	CDS	579	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
LNBKKNJO_02962	CDS	168				hypothetical protein
LNBKKNJO_02963	CDS	1164	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
LNBKKNJO_02964	CDS	1215	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
LNBKKNJO_02965	CDS	600				hypothetical protein
LNBKKNJO_02966	CDS	306				hypothetical protein
LNBKKNJO_02967	CDS	1158		1.1.99.36		NDMA-dependent alcohol dehydrogenase
LNBKKNJO_02968	CDS	849				hypothetical protein
LNBKKNJO_02969	CDS	780		1.14.13.-	COG2072	Baeyer-Villiger monooxygenase
LNBKKNJO_02970	CDS	258	pntE_1	1.14.13.170		Pentalenolactone D synthase
LNBKKNJO_02971	CDS	1548	ptlE	1.14.13.171	COG2072	Neopentalenolactone D synthase
LNBKKNJO_02972	CDS	630	betI_3			HTH-type transcriptional regulator BetI
LNBKKNJO_02973	CDS	663	betI_4			HTH-type transcriptional regulator BetI
LNBKKNJO_02974	CDS	975				hypothetical protein
LNBKKNJO_02975	CDS	564				hypothetical protein
LNBKKNJO_02976	CDS	474				putative protein
LNBKKNJO_02977	CDS	213				hypothetical protein
LNBKKNJO_02978	CDS	468				hypothetical protein
LNBKKNJO_02979	CDS	414				hypothetical protein
LNBKKNJO_02980	CDS	1125	ctpB_2	3.6.3.-	COG2217	Cation-transporting P-type ATPase B
LNBKKNJO_02981	CDS	1272	ctpV_2	7.2.2.8	COG2217	putative copper-exporting P-type ATPase V
LNBKKNJO_02982	CDS	1200	yeaW_2	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
LNBKKNJO_02983	CDS	807				hypothetical protein
LNBKKNJO_02984	CDS	414				hypothetical protein
LNBKKNJO_02985	CDS	981				hypothetical protein
LNBKKNJO_02986	CDS	609				hypothetical protein
LNBKKNJO_02987	CDS	144				hypothetical protein
LNBKKNJO_02988	CDS	1188	bioI_1	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
LNBKKNJO_02989	CDS	1407	ddmA1_2	1.18.1.3		Dicamba O-demethylase 1, ferredoxin reductase component
LNBKKNJO_02990	CDS	216				hypothetical protein
LNBKKNJO_02991	CDS	1662				hypothetical protein
LNBKKNJO_02992	CDS	642		3.1.1.74		putative cutinase
LNBKKNJO_02993	CDS	1182				hypothetical protein
LNBKKNJO_02994	CDS	2787	car_1	1.2.1.-	COG1022	Carboxylic acid reductase
LNBKKNJO_02995	CDS	609				hypothetical protein
LNBKKNJO_02996	CDS	567				hypothetical protein
LNBKKNJO_02997	CDS	546				hypothetical protein
LNBKKNJO_02998	CDS	1263				hypothetical protein
LNBKKNJO_02999	CDS	1965	pknD_4	2.7.11.1		Serine/threonine-protein kinase PknD
LNBKKNJO_03000	CDS	591				hypothetical protein
LNBKKNJO_03001	CDS	573				hypothetical protein
LNBKKNJO_03002	CDS	432	PPE2_3		COG5651	putative PPE family protein PPE2
LNBKKNJO_03003	CDS	624	ribE	2.5.1.9	COG0307	Riboflavin synthase
LNBKKNJO_03004	CDS	1278	ribBA_1		COG0108	Riboflavin biosynthesis protein RibBA
LNBKKNJO_03005	CDS	483	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
LNBKKNJO_03006	CDS	471				putative protein
LNBKKNJO_03007	CDS	654	lprH			Putative lipoprotein LprH
LNBKKNJO_03008	CDS	435				hypothetical protein
LNBKKNJO_03009	CDS	1008				hypothetical protein
LNBKKNJO_03010	CDS	1887	uvrC		COG0322	UvrABC system protein C
LNBKKNJO_03011	CDS	921			COG1660	Nucleotide-binding protein
LNBKKNJO_03012	CDS	1077			COG0391	Putative gluconeogenesis factor
LNBKKNJO_03013	CDS	978	whiA		COG1481	putative cell division protein WhiA
LNBKKNJO_03014	CDS	291		2.3.1.20		Putative diacyglycerol O-acyltransferase
LNBKKNJO_03015	CDS	1095		2.3.1.20		Putative diacyglycerol O-acyltransferase
LNBKKNJO_03016	CDS	1284				hypothetical protein
LNBKKNJO_03017	CDS	1635	menE_8	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
LNBKKNJO_03018	CDS	804			COG0204	putative protein
LNBKKNJO_03019	CDS	330				hypothetical protein
LNBKKNJO_03020	CDS	915		3.1.1.-		Esterase PE16
LNBKKNJO_03021	CDS	5025		2.3.1.41		Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
LNBKKNJO_03022	CDS	2661			COG0574	putative protein
LNBKKNJO_03023	CDS	864				hypothetical protein
LNBKKNJO_03024	CDS	318				hypothetical protein
LNBKKNJO_03025	CDS	681				hypothetical protein
LNBKKNJO_03026	CDS	1506	pnbA_1	3.1.1.-	COG2272	Para-nitrobenzyl esterase
LNBKKNJO_03027	CDS	999				hypothetical protein
LNBKKNJO_03028	CDS	1059				hypothetical protein
LNBKKNJO_03029	CDS	534				hypothetical protein
LNBKKNJO_03030	CDS	876				hypothetical protein
LNBKKNJO_03031	CDS	1299				hypothetical protein
LNBKKNJO_03032	CDS	192				hypothetical protein
LNBKKNJO_03033	CDS	861			COG2141	putative protein
LNBKKNJO_03034	CDS	639				hypothetical protein
LNBKKNJO_03035	CDS	2988	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
LNBKKNJO_03036	CDS	1341	glnA2	6.3.1.2	COG0174	Glutamine synthetase
LNBKKNJO_03037	CDS	1626	caeB_2	3.1.1.-		Carboxylesterase B
LNBKKNJO_03038	CDS	1734	ctaD_2	1.9.3.1	COG0843	putative cytochrome c oxidase subunit 1
LNBKKNJO_03039	CDS	1557	caeA	3.1.1.-		Carboxylesterase A
LNBKKNJO_03040	CDS	1419		2.3.1.20		Putative diacyglycerol O-acyltransferase
LNBKKNJO_03041	CDS	894	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
LNBKKNJO_03042	CDS	429				hypothetical protein
LNBKKNJO_03043	CDS	1593				putative protein
LNBKKNJO_03044	CDS	171				hypothetical protein
LNBKKNJO_03045	CDS	855				hypothetical protein
LNBKKNJO_03046	CDS	462		1.-.-.-		putative oxidoreductase
LNBKKNJO_03047	CDS	264				hypothetical protein
LNBKKNJO_03048	CDS	540	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
LNBKKNJO_03049	CDS	894				hypothetical protein
LNBKKNJO_03050	CDS	645	trmH_2	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
LNBKKNJO_03051	CDS	216	secE2		COG3360	Calcium dodecin
LNBKKNJO_03052	CDS	966			COG0583	putative HTH-type transcriptional regulator
LNBKKNJO_03053	CDS	1155	pucA	1.17.1.4	COG1975	putative xanthine dehydrogenase subunit A
LNBKKNJO_03054	CDS	447				hypothetical protein
LNBKKNJO_03055	CDS	483	coxS_1	1.2.5.3		Carbon monoxide dehydrogenase small chain
LNBKKNJO_03056	CDS	246				hypothetical protein
LNBKKNJO_03057	CDS	2178	cutL	1.2.5.3		Carbon monoxide dehydrogenase large chain
LNBKKNJO_03058	CDS	522				hypothetical protein
LNBKKNJO_03059	CDS	408				hypothetical protein
LNBKKNJO_03060	CDS	591				hypothetical protein
LNBKKNJO_03061	CDS	879				hypothetical protein
LNBKKNJO_03062	CDS	615				hypothetical protein
LNBKKNJO_03063	CDS	1206				hypothetical protein
LNBKKNJO_03064	CDS	774	eutC	4.3.1.7		Ethanolamine ammonia-lyase light chain
LNBKKNJO_03065	CDS	1353	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
LNBKKNJO_03066	CDS	945	cysM	2.5.1.113	COG0031	O-phosphoserine sulfhydrylase
LNBKKNJO_03067	CDS	660	kbl	2.3.1.29		2-amino-3-ketobutyrate coenzyme A ligase
LNBKKNJO_03068	CDS	150				hypothetical protein
LNBKKNJO_03069	CDS	1446	stp_2			Multidrug resistance protein Stp
LNBKKNJO_03070	CDS	1482	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
LNBKKNJO_03071	CDS	732	echA6_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA6
